t,v,calc,tadj,vadj,,,,,A,947
0.000439,0.42,0,1.0975E-07,2.1,,,,,,
0.00044,0.42,0,0.00000011,2.1,,,,,,
0.000441,0.44,0,1.1025E-07,2.2,,,,,,
0.000442,0.46,0,1.105E-07,2.3,,,,,,
0.000443,0.46,0,1.1075E-07,2.3,,,,,,
0.000444,0.44,0,0.000000111,2.2,,,,,,
0.000445,0.48,0,1.1125E-07,2.4,,,,,,
0.000446,0.46,0,1.115E-07,2.3,,,,,,
0.000447,0.5,0,1.1175E-07,2.5,,,,,,
0.000448,0.5,0,0.000000112,2.5,,,,,,
0.000449,0.5,0,1.1225E-07,2.5,,,,,,
0.00045,0.52,0,1.125E-07,2.6,,,,,,
0.000451,0.52,0,1.1275E-07,2.6,,,,,,
0.000452,0.5,0,0.000000113,2.5,,,,,,
0.000453,0.5,0,1.1325E-07,2.5,,,,,,
0.000454,0.52,0,1.135E-07,2.6,,,,,,
0.000455,0.52,0,1.1375E-07,2.6,,,,,,
0.000456,0.52,0,0.000000114,2.6,,,,,,
0.000457,0.5,0,1.1425E-07,2.5,,,,,,
0.000458,0.52,0,1.145E-07,2.6,,,,,,
0.000459,0.52,0,1.1475E-07,2.6,,,,,,
0.00046,0.5,0,0.000000115,2.5,,,,,,
0.000461,0.52,0,1.1525E-07,2.6,,,,,,
0.000462,0.52,0,1.155E-07,2.6,,,,,,
0.000463,0.52,0,1.1575E-07,2.6,,,,,,
0.000464,0.52,0,0.000000116,2.6,,,,,,
0.000465,0.52,0,1.1625E-07,2.6,,,,,,
0.000466,0.52,0,1.165E-07,2.6,,,,,,
0.000467,0.5,0,1.1675E-07,2.5,,,,,,
0.000468,0.5,0,0.000000117,2.5,,,,,,
0.000469,0.5,0,1.1725E-07,2.5,,,,,,
0.00047,0.46,0,1.175E-07,2.3,,,,,,
0.000471,0.48,0,1.1775E-07,2.4,,,,,,
0.000472,0.46,0,0.000000118,2.3,,,,,,
0.000473,0.44,0,1.1825E-07,2.2,,,,,,
0.000474,0.46,0,1.185E-07,2.3,,,,,,
0.000475,0.42,0,1.1875E-07,2.1,,,,,,
0.000476,0.46,0,0.000000119,2.3,,,,,,
0.000477,0.46,0,1.1925E-07,2.3,,,,,,
0.000478,0.42,0,1.195E-07,2.1,,,,,,
0.000479,0.42,0,1.1975E-07,2.1,,,,,,
0.00048,0.4,0,0.00000012,2,,,,,,
0.000481,0.38,0,1.2025E-07,1.9,,,,,,
0.000482,0.4,0,1.205E-07,2,,,,,,
0.000483,0.38,0,1.2075E-07,1.9,,,,,,
0.000484,0.38,0,0.000000121,1.9,,,,,,
0.000485,0.36,0,1.2125E-07,1.8,,,,,,
0.000486,0.34,0,1.215E-07,1.7,,,,,,
0.000487,0.34,0,1.2175E-07,1.7,,,,,,
0.000488,0.32,0,0.000000122,1.6,,,,,,
0.000489,0.32,0,1.2225E-07,1.6,,,,,,
0.00049,0.3,0,1.225E-07,1.5,,,,,,
0.000491,0.28,0,1.2275E-07,1.4,,,,,,
0.000492,0.3,0,0.000000123,1.5,,,,,,
0.000493,0.26,0,1.2325E-07,1.3,,,,,,
0.000494,0.24,0,1.235E-07,1.2,,,,,,
0.000495,0.24,0,1.2375E-07,1.2,,,,,,
0.000496,0.22,0,0.000000124,1.1,,,,,,
0.000497,0.22,0,1.2425E-07,1.1,,,,,,
0.000498,0.2,0,1.245E-07,1,,,,,,
0.000499,0.18,0,1.2475E-07,0.9,,,,,,
0.0005,0.16,0,0.000000125,0.8,,,,,,
0.000501,0.16,0,1.2525E-07,0.8,,,,,,
0.000502,0.14,0,1.255E-07,0.7,,,,,,
0.000503,0.14,0,1.2575E-07,0.7,,,,,,
0.000504,0.12,0,0.000000126,0.6,,,,,,
0.000505,0.1,0,1.2625E-07,0.5,,,,,,
0.000506,0.1,0,1.265E-07,0.5,,,,,,
0.000507,0.08,0,1.2675E-07,0.4,,,,,,
0.000508,0.04,0,0.000000127,0.2,,,,,,
0.000509,0.04,0,1.2725E-07,0.2,,,,,,
0.00051,0.02,0,1.275E-07,0.1,,,,,,
0.000511,0.02,0,1.2775E-07,0.1,,,,,,
0.000512,-0.02,0,0.000000128,-0.1,,,,,,
0.000513,0,0,1.2825E-07,0,,,,,,
0.000514,-0.04,0,1.285E-07,-0.2,,,,,,
0.000515,-0.04,0,1.2875E-07,-0.2,,,,,,
0.000516,-0.04,0,0.000000129,-0.2,,,,,,
0.000517,-0.06,0,1.2925E-07,-0.3,,,,,,
0.000518,-0.06,0,1.295E-07,-0.3,,,,,,
0.000519,-0.06,0,1.2975E-07,-0.3,,,,,,
0.00052,-0.1,0,0.00000013,-0.5,,,,,,
0.000521,-0.1,0,1.3025E-07,-0.5,,,,,,
0.000522,-0.1,0,1.305E-07,-0.5,,,,,,
0.000523,-0.12,0,1.3075E-07,-0.6,,,,,,
0.000524,-0.12,0,0.000000131,-0.6,,,,,,
0.000525,-0.16,0,1.3125E-07,-0.8,,,,,,
0.000526,-0.18,0,1.315E-07,-0.9,,,,,,
0.000527,-0.16,0,1.3175E-07,-0.8,,,,,,
0.000528,-0.2,0,0.000000132,-1,,,,,,
0.000529,-0.2,0,1.3225E-07,-1,,,,,,
0.00053,-0.24,0,1.325E-07,-1.2,,,,,,
0.000531,-0.24,0,1.3275E-07,-1.2,,,,,,
0.000532,-0.22,0,0.000000133,-1.1,,,,,,
0.000533,-0.26,0,1.3325E-07,-1.3,,,,,,
0.000534,-0.28,0,1.335E-07,-1.4,,,,,,
0.000535,-0.28,0,1.3375E-07,-1.4,,,,,,
0.000536,-0.28,0,0.000000134,-1.4,,,,,,
0.000537,-0.3,0,1.3425E-07,-1.5,,,,,,
0.000538,-0.3,0,1.345E-07,-1.5,,,,,,
0.000539,-0.32,0,1.3475E-07,-1.6,,,,,,
0.00054,-0.32,0,0.000000135,-1.6,,,,,,
0.000541,-0.32,0,1.3525E-07,-1.6,,,,,,
0.000542,-0.34,0,1.355E-07,-1.7,,,,,,
0.000543,-0.34,0,1.3575E-07,-1.7,,,,,,
0.000544,-0.34,0,0.000000136,-1.7,,,,,,
0.000545,-0.34,0,1.3625E-07,-1.7,,,,,,
0.000546,-0.36,0,1.365E-07,-1.8,,,,,,
0.000547,-0.36,0,1.3675E-07,-1.8,,,,,,
0.000548,-0.34,0,0.000000137,-1.7,,,,,,
0.000549,-0.36,0,1.3725E-07,-1.8,,,,,,
0.00055,-0.36,0,1.375E-07,-1.8,,,,,,
0.000551,-0.36,0,1.3775E-07,-1.8,,,,,,
0.000552,-0.36,0,0.000000138,-1.8,,,,,,
0.000553,-0.36,0,1.3825E-07,-1.8,,,,,,
0.000554,-0.36,0,1.385E-07,-1.8,,,,,,
0.000555,-0.36,0,1.3875E-07,-1.8,,,,,,
0.000556,-0.36,0,0.000000139,-1.8,,,,,,
0.000557,-0.38,0,1.3925E-07,-1.9,,,,,,
0.000558,-0.38,0,1.395E-07,-1.9,,,,,,
0.000559,-0.38,0,1.3975E-07,-1.9,,,,,,
0.00056,-0.4,0,0.00000014,-2,,,,,,
0.000561,-0.38,0,1.4025E-07,-1.9,,,,,,
0.000562,-0.4,0,1.405E-07,-2,,,,,,
0.000563,-0.4,0,1.4075E-07,-2,,,,,,
0.000564,-0.38,0,0.000000141,-1.9,,,,,,
0.000565,-0.4,0,1.4125E-07,-2,,,,,,
0.000566,-0.38,0,1.415E-07,-1.9,,,,,,
0.000567,-0.38,0,1.4175E-07,-1.9,,,,,,
0.000568,-0.4,0,0.000000142,-2,,,,,,
0.000569,-0.38,0,1.4225E-07,-1.9,,,,,,
0.00057,-0.38,0,1.425E-07,-1.9,,,,,,
0.000571,-0.36,0,1.4275E-07,-1.8,,,,,,
0.000572,-0.36,0,0.000000143,-1.8,,,,,,
0.000573,-0.38,0,1.4325E-07,-1.9,,,,,,
0.000574,-0.36,0,1.435E-07,-1.8,,,,,,
0.000575,-0.34,0,1.4375E-07,-1.7,,,,,,
0.000576,-0.34,0,0.000000144,-1.7,,,,,,
0.000577,-0.32,0,1.4425E-07,-1.6,,,,,,
0.000578,-0.32,0,1.445E-07,-1.6,,,,,,
0.000579,-0.3,0,1.4475E-07,-1.5,,,,,,
0.00058,-0.3,0,0.000000145,-1.5,,,,,,
0.000581,-0.32,0,1.4525E-07,-1.6,,,,,,
0.000582,-0.3,0,1.455E-07,-1.5,,,,,,
0.000583,-0.3,0,1.4575E-07,-1.5,,,,,,
0.000584,-0.26,0,0.000000146,-1.3,,,,,,
0.000585,-0.24,0,1.4625E-07,-1.2,,,,,,
0.000586,-0.26,0,1.465E-07,-1.3,,,,,,
0.000587,-0.24,0,1.4675E-07,-1.2,,,,,,
0.000588,-0.2,0,0.000000147,-1,,,,,,
0.000589,-0.22,0,1.4725E-07,-1.1,,,,,,
0.00059,-0.22,0,1.475E-07,-1.1,,,,,,
0.000591,-0.22,0,1.4775E-07,-1.1,,,,,,
0.000592,-0.22,0,0.000000148,-1.1,,,,,,
0.000593,-0.18,0,1.4825E-07,-0.9,,,,,,
0.000594,-0.2,0,1.485E-07,-1,,,,,,
0.000595,-0.18,0,1.4875E-07,-0.9,,,,,,
0.000596,-0.16,0,0.000000149,-0.8,,,,,,
0.000597,-0.18,0,1.4925E-07,-0.9,,,,,,
0.000598,-0.14,0,1.495E-07,-0.7,,,,,,
0.000599,-0.14,0,1.4975E-07,-0.7,,,,,,
0.0006,-0.14,0,0.00000015,-0.7,,,,,,
0.000601,-0.1,0,1.5025E-07,-0.5,,,,,,
0.000602,-0.1,0,1.505E-07,-0.5,,,,,,
0.000603,-0.1,0,1.5075E-07,-0.5,,,,,,
0.000604,-0.06,0,0.000000151,-0.3,,,,,,
0.000605,-0.06,0,1.5125E-07,-0.3,,,,,,
0.000606,-0.06,0,1.515E-07,-0.3,,,,,,
0.000607,-0.04,0,1.5175E-07,-0.2,,,,,,
0.000608,-0.04,0,0.000000152,-0.2,,,,,,
0.000609,-0.02,0,1.5225E-07,-0.1,,,,,,
0.00061,-0.02,0,1.525E-07,-0.1,,,,,,
0.000611,0.02,0,1.5275E-07,0.1,,,,,,
0.000612,0.02,0,0.000000153,0.1,,,,,,
0.000613,0.02,0,1.5325E-07,0.1,,,,,,
0.000614,0.04,0,1.535E-07,0.2,,,,,,
0.000615,0.06,0,1.5375E-07,0.3,,,,,,
0.000616,0.06,0,0.000000154,0.3,,,,,,
0.000617,0.08,0,1.5425E-07,0.4,,,,,,
0.000618,0.06,0,1.545E-07,0.3,,,,,,
0.000619,0.1,0,1.5475E-07,0.5,,,,,,
0.00062,0.1,0,0.000000155,0.5,,,,,,
0.000621,0.1,0,1.5525E-07,0.5,,,,,,
0.000622,0.12,0,1.555E-07,0.6,,,,,,
0.000623,0.1,0,1.5575E-07,0.5,,,,,,
0.000624,0.14,0,0.000000156,0.7,,,,,,
0.000625,0.18,0,1.5625E-07,0.9,,,,,,
0.000626,0.16,0,1.565E-07,0.8,,,,,,
0.000627,0.16,0,1.5675E-07,0.8,,,,,,
0.000628,0.18,0,0.000000157,0.9,,,,,,
0.000629,0.18,0,1.5725E-07,0.9,,,,,,
0.00063,0.2,0,1.575E-07,1,,,,,,
0.000631,0.2,0,1.5775E-07,1,,,,,,
0.000632,0.22,0,0.000000158,1.1,,,,,,
0.000633,0.24,0,1.5825E-07,1.2,,,,,,
0.000634,0.22,0,1.585E-07,1.1,,,,,,
0.000635,0.26,0,1.5875E-07,1.3,,,,,,
0.000636,0.24,0,0.000000159,1.2,,,,,,
0.000637,0.26,0,1.5925E-07,1.3,,,,,,
0.000638,0.28,0,1.595E-07,1.4,,,,,,
0.000639,0.26,0,1.5975E-07,1.3,,,,,,
0.00064,0.3,0,0.00000016,1.5,,,,,,
0.000641,0.3,0,1.6025E-07,1.5,,,,,,
0.000642,0.3,0,1.605E-07,1.5,,,,,,
0.000643,0.34,0,1.6075E-07,1.7,,,,,,
0.000644,0.3,0,0.000000161,1.5,,,,,,
0.000645,0.32,0,1.6125E-07,1.6,,,,,,
0.000646,0.34,0,1.615E-07,1.7,,,,,,
0.000647,0.32,0,1.6175E-07,1.6,,,,,,
0.000648,0.34,0,0.000000162,1.7,,,,,,
0.000649,0.32,0,1.6225E-07,1.6,,,,,,
0.00065,0.34,0,1.625E-07,1.7,,,,,,
0.000651,0.36,0,1.6275E-07,1.8,,,,,,
0.000652,0.34,0,0.000000163,1.7,,,,,,
0.000653,0.32,0,1.6325E-07,1.6,,,,,,
0.000654,0.36,0,1.635E-07,1.8,,,,,,
0.000655,0.36,0,1.6375E-07,1.8,,,,,,
0.000656,0.34,0,0.000000164,1.7,,,,,,
0.000657,0.36,0,1.6425E-07,1.8,,,,,,
0.000658,0.34,0,1.645E-07,1.7,,,,,,
0.000659,0.34,0,1.6475E-07,1.7,,,,,,
0.00066,0.36,0,0.000000165,1.8,,,,,,
0.000661,0.36,0,1.6525E-07,1.8,,,,,,
0.000662,0.36,0,1.655E-07,1.8,,,,,,
0.000663,0.34,0,1.6575E-07,1.7,,,,,,
0.000664,0.36,0,0.000000166,1.8,,,,,,
0.000665,0.36,0,1.6625E-07,1.8,,,,,,
0.000666,0.34,0,1.665E-07,1.7,,,,,,
0.000667,0.34,0,1.6675E-07,1.7,,,,,,
0.000668,0.34,0,0.000000167,1.7,,,,,,
0.000669,0.34,0,1.6725E-07,1.7,,,,,,
0.00067,0.34,0,1.675E-07,1.7,,,,,,
0.000671,0.34,0,1.6775E-07,1.7,,,,,,
0.000672,0.34,0,0.000000168,1.7,,,,,,
0.000673,0.34,0,1.6825E-07,1.7,,,,,,
0.000674,0.32,0,1.685E-07,1.6,,,,,,
0.000675,0.32,0,1.6875E-07,1.6,,,,,,
0.000676,0.3,0,0.000000169,1.5,,,,,,
0.000677,0.28,0,1.6925E-07,1.4,,,,,,
0.000678,0.32,0,1.695E-07,1.6,,,,,,
0.000679,0.3,0,1.6975E-07,1.5,,,,,,
0.00068,0.3,0,0.00000017,1.5,,,,,,
0.000681,0.3,0,1.7025E-07,1.5,,,,,,
0.000682,0.28,0,1.705E-07,1.4,,,,,,
0.000683,0.28,0,1.7075E-07,1.4,,,,,,
0.000684,0.26,0,0.000000171,1.3,,,,,,
0.000685,0.28,0,1.7125E-07,1.4,,,,,,
0.000686,0.24,0,1.715E-07,1.2,,,,,,
0.000687,0.24,0,1.7175E-07,1.2,,,,,,
0.000688,0.24,0,0.000000172,1.2,,,,,,
0.000689,0.22,0,1.7225E-07,1.1,,,,,,
0.00069,0.22,0,1.725E-07,1.1,,,,,,
0.000691,0.24,0,1.7275E-07,1.2,,,,,,
0.000692,0.24,0,0.000000173,1.2,,,,,,
0.000693,0.22,0,1.7325E-07,1.1,,,,,,
0.000694,0.22,0,1.735E-07,1.1,,,,,,
0.000695,0.2,0,1.7375E-07,1,,,,,,
0.000696,0.2,0,0.000000174,1,,,,,,
0.000697,0.18,0,1.7425E-07,0.9,,,,,,
0.000698,0.16,0,1.745E-07,0.8,,,,,,
0.000699,0.18,0,1.7475E-07,0.9,,,,,,
0.0007,0.16,0,0.000000175,0.8,,,,,,
0.000701,0.16,0,1.7525E-07,0.8,,,,,,
0.000702,0.16,0,1.755E-07,0.8,,,,,,
0.000703,0.12,0,1.7575E-07,0.6,,,,,,
0.000704,0.14,0,0.000000176,0.7,,,,,,
0.000705,0.12,0,1.7625E-07,0.6,,,,,,
0.000706,0.12,0,1.765E-07,0.6,,,,,,
0.000707,0.08,0,1.7675E-07,0.4,,,,,,
0.000708,0.06,0,0.000000177,0.3,,,,,,
0.000709,0.08,0,1.7725E-07,0.4,,,,,,
0.00071,0.06,0,1.775E-07,0.3,,,,,,
0.000711,0.04,0,1.7775E-07,0.2,,,,,,
0.000712,0.04,0,0.000000178,0.2,,,,,,
0.000713,0.02,0,1.7825E-07,0.1,,,,,,
0.000714,0.04,0,1.785E-07,0.2,,,,,,
0.000715,0,0,1.7875E-07,0,,,,,,
0.000716,-0.02,0,0.000000179,-0.1,,,,,,
0.000717,0,0,1.7925E-07,0,,,,,,
0.000718,-0.02,0,1.795E-07,-0.1,,,,,,
0.000719,-0.02,0,1.7975E-07,-0.1,,,,,,
0.00072,-0.02,0,0.00000018,-0.1,,,,,,
0.000721,-0.06,0,1.8025E-07,-0.3,,,,,,
0.000722,-0.04,0,1.805E-07,-0.2,,,,,,
0.000723,-0.06,0,1.8075E-07,-0.3,,,,,,
0.000724,-0.06,0,0.000000181,-0.3,,,,,,
0.000725,-0.06,0,1.8125E-07,-0.3,,,,,,
0.000726,-0.1,0,1.815E-07,-0.5,,,,,,
0.000727,-0.08,0,1.8175E-07,-0.4,,,,,,
0.000728,-0.08,0,0.000000182,-0.4,,,,,,
0.000729,-0.1,0,1.8225E-07,-0.5,,,,,,
0.00073,-0.12,0,1.825E-07,-0.6,,,,,,
0.000731,-0.14,0,1.8275E-07,-0.7,,,,,,
0.000732,-0.12,0,0.000000183,-0.6,,,,,,
0.000733,-0.14,0,1.8325E-07,-0.7,,,,,,
0.000734,-0.16,0,1.835E-07,-0.8,,,,,,
0.000735,-0.16,0,1.8375E-07,-0.8,,,,,,
0.000736,-0.12,0,0.000000184,-0.6,,,,,,
0.000737,-0.18,0,1.8425E-07,-0.9,,,,,,
0.000738,-0.16,0,1.845E-07,-0.8,,,,,,
0.000739,-0.18,0,1.8475E-07,-0.9,,,,,,
0.00074,-0.18,0,0.000000185,-0.9,,,,,,
0.000741,-0.18,0,1.8525E-07,-0.9,,,,,,
0.000742,-0.2,0,1.855E-07,-1,,,,,,
0.000743,-0.22,0,1.8575E-07,-1.1,,,,,,
0.000744,-0.2,0,0.000000186,-1,,,,,,
0.000745,-0.2,0,1.8625E-07,-1,,,,,,
0.000746,-0.2,0,1.865E-07,-1,,,,,,
0.000747,-0.22,0,1.8675E-07,-1.1,,,,,,
0.000748,-0.22,0,0.000000187,-1.1,,,,,,
0.000749,-0.24,0,1.8725E-07,-1.2,,,,,,
0.00075,-0.22,0,1.875E-07,-1.1,,,,,,
0.000751,-0.24,0,1.8775E-07,-1.2,,,,,,
0.000752,-0.24,0,0.000000188,-1.2,,,,,,
0.000753,-0.24,0,1.8825E-07,-1.2,,,,,,
0.000754,-0.22,0,1.885E-07,-1.1,,,,,,
0.000755,-0.24,0,1.8875E-07,-1.2,,,,,,
0.000756,-0.22,0,0.000000189,-1.1,,,,,,
0.000757,-0.24,0,1.8925E-07,-1.2,,,,,,
0.000758,-0.26,0,1.895E-07,-1.3,,,,,,
0.000759,-0.24,0,1.8975E-07,-1.2,,,,,,
0.00076,-0.26,0,0.00000019,-1.3,,,,,,
0.000761,-0.24,0,1.9025E-07,-1.2,,,,,,
0.000762,-0.24,0,1.905E-07,-1.2,,,,,,
0.000763,-0.24,0,1.9075E-07,-1.2,,,,,,
0.000764,-0.24,0,0.000000191,-1.2,,,,,,
0.000765,-0.26,0,1.9125E-07,-1.3,,,,,,
0.000766,-0.28,0,1.915E-07,-1.4,,,,,,
0.000767,-0.26,0,1.9175E-07,-1.3,,,,,,
0.000768,-0.26,0,0.000000192,-1.3,,,,,,
0.000769,-0.24,0,1.9225E-07,-1.2,,,,,,
0.00077,-0.24,0,1.925E-07,-1.2,,,,,,
0.000771,-0.26,0,1.9275E-07,-1.3,,,,,,
0.000772,-0.24,0,0.000000193,-1.2,,,,,,
0.000773,-0.24,0,1.9325E-07,-1.2,,,,,,
0.000774,-0.24,0,1.935E-07,-1.2,,,,,,
0.000775,-0.22,0,1.9375E-07,-1.1,,,,,,
0.000776,-0.24,0,0.000000194,-1.2,,,,,,
0.000777,-0.2,0,1.9425E-07,-1,,,,,,
0.000778,-0.22,0,1.945E-07,-1.1,,,,,,
0.000779,-0.22,0,1.9475E-07,-1.1,,,,,,
0.00078,-0.2,0,0.000000195,-1,,,,,,
0.000781,-0.22,0,1.9525E-07,-1.1,,,,,,
0.000782,-0.18,0,1.955E-07,-0.9,,,,,,
0.000783,-0.18,0,1.9575E-07,-0.9,,,,,,
0.000784,-0.2,0,0.000000196,-1,,,,,,
0.000785,-0.2,0,1.9625E-07,-1,,,,,,
0.000786,-0.18,0,1.965E-07,-0.9,,,,,,
0.000787,-0.18,0,1.9675E-07,-0.9,,,,,,
0.000788,-0.16,0,0.000000197,-0.8,,,,,,
0.000789,-0.2,0,1.9725E-07,-1,,,,,,
0.00079,-0.16,0,1.975E-07,-0.8,,,,,,
0.000791,-0.16,0,1.9775E-07,-0.8,,,,,,
0.000792,-0.16,0,0.000000198,-0.8,,,,,,
0.000793,-0.14,0,1.9825E-07,-0.7,,,,,,
0.000794,-0.16,0,1.985E-07,-0.8,,,,,,
0.000795,-0.12,0,1.9875E-07,-0.6,,,,,,
0.000796,-0.12,0,0.000000199,-0.6,,,,,,
0.000797,-0.12,0,1.9925E-07,-0.6,,,,,,
0.000798,-0.1,0,1.995E-07,-0.5,,,,,,
0.000799,-0.12,0,1.9975E-07,-0.6,,,,,,
0.0008,-0.1,0,0.0000002,-0.5,,,,,,
0.000801,-0.08,0,2.0025E-07,-0.4,,,,,,
0.000802,-0.08,0,2.005E-07,-0.4,,,,,,
0.000803,-0.06,0,2.0075E-07,-0.3,,,,,,
0.000804,-0.08,0,0.000000201,-0.4,,,,,,
0.000805,-0.06,0,2.0125E-07,-0.3,,,,,,
0.000806,-0.06,0,2.015E-07,-0.3,,,,,,
0.000807,-0.06,0,2.0175E-07,-0.3,,,,,,
0.000808,-0.04,0,0.000000202,-0.2,,,,,,
0.000809,0,0,2.0225E-07,0,,,,,,
0.00081,-0.02,0,2.025E-07,-0.1,,,,,,
0.000811,-0.02,0,2.0275E-07,-0.1,,,,,,
0.000812,0,0,0.000000203,0,,,,,,
0.000813,0,0,2.0325E-07,0,,,,,,
0.000814,0.04,0,2.035E-07,0.2,,,,,,
0.000815,0.02,0,2.0375E-07,0.1,,,,,,
0.000816,0.04,0,0.000000204,0.2,,,,,,
0.000817,0.04,0,2.0425E-07,0.2,,,,,,
0.000818,0.04,0,2.045E-07,0.2,,,,,,
0.000819,0.06,0,2.0475E-07,0.3,,,,,,
0.00082,0.02,0,0.000000205,0.1,,,,,,
0.000821,0.06,0,2.0525E-07,0.3,,,,,,
0.000822,0.08,0,2.055E-07,0.4,,,,,,
0.000823,0.08,0,2.0575E-07,0.4,,,,,,
0.000824,0.1,0,0.000000206,0.5,,,,,,
0.000825,0.06,0,2.0625E-07,0.3,,,,,,
0.000826,0.1,0,2.065E-07,0.5,,,,,,
0.000827,0.1,0,2.0675E-07,0.5,,,,,,
0.000828,0.12,0,0.000000207,0.6,,,,,,
0.000829,0.12,0,2.0725E-07,0.6,,,,,,
0.00083,0.14,0,2.075E-07,0.7,,,,,,
0.000831,0.14,0,2.0775E-07,0.7,,,,,,
0.000832,0.14,0,0.000000208,0.7,,,,,,
0.000833,0.14,0,2.0825E-07,0.7,,,,,,
0.000834,0.14,0,2.085E-07,0.7,,,,,,
0.000835,0.16,0,2.0875E-07,0.8,,,,,,
0.000836,0.16,0,0.000000209,0.8,,,,,,
0.000837,0.18,0,2.0925E-07,0.9,,,,,,
0.000838,0.16,0,2.095E-07,0.8,,,,,,
0.000839,0.18,0,2.0975E-07,0.9,,,,,,
0.00084,0.18,0,0.00000021,0.9,,,,,,
0.000841,0.2,0,2.1025E-07,1,,,,,,
0.000842,0.2,0,2.105E-07,1,,,,,,
0.000843,0.18,0,2.1075E-07,0.9,,,,,,
0.000844,0.2,0,0.000000211,1,,,,,,
0.000845,0.22,0,2.1125E-07,1.1,,,,,,
0.000846,0.2,0,2.115E-07,1,,,,,,
0.000847,0.2,0,2.1175E-07,1,,,,,,
0.000848,0.2,0,0.000000212,1,,,,,,
0.000849,0.22,0,2.1225E-07,1.1,,,,,,
0.00085,0.22,0,2.125E-07,1.1,,,,,,
0.000851,0.22,0,2.1275E-07,1.1,,,,,,
0.000852,0.22,0,0.000000213,1.1,,,,,,
0.000853,0.22,0,2.1325E-07,1.1,,,,,,
0.000854,0.24,0,2.135E-07,1.2,,,,,,
0.000855,0.24,0,2.1375E-07,1.2,,,,,,
0.000856,0.22,0,0.000000214,1.1,,,,,,
0.000857,0.24,0,2.1425E-07,1.2,,,,,,
0.000858,0.24,0,2.145E-07,1.2,,,,,,
0.000859,0.24,0,2.1475E-07,1.2,,,,,,
0.00086,0.24,0,0.000000215,1.2,,,,,,
0.000861,0.24,0,2.1525E-07,1.2,,,,,,
0.000862,0.26,0,2.155E-07,1.3,,,,,,
0.000863,0.24,0,2.1575E-07,1.2,,,,,,
0.000864,0.24,0,0.000000216,1.2,,,,,,
0.000865,0.24,0,2.1625E-07,1.2,,,,,,
0.000866,0.22,0,2.165E-07,1.1,,,,,,
0.000867,0.22,0,2.1675E-07,1.1,,,,,,
0.000868,0.26,0,0.000000217,1.3,,,,,,
0.000869,0.26,0,2.1725E-07,1.3,,,,,,
0.00087,0.24,0,2.175E-07,1.2,,,,,,
0.000871,0.24,0,2.1775E-07,1.2,,,,,,
0.000872,0.24,0,0.000000218,1.2,,,,,,
0.000873,0.24,0,2.1825E-07,1.2,,,,,,
0.000874,0.24,0,2.185E-07,1.2,,,,,,
0.000875,0.22,0,2.1875E-07,1.1,,,,,,
0.000876,0.24,0,0.000000219,1.2,,,,,,
0.000877,0.2,0,2.1925E-07,1,,,,,,
0.000878,0.24,0,2.195E-07,1.2,,,,,,
0.000879,0.22,0,2.1975E-07,1.1,,,,,,
0.00088,0.22,0,0.00000022,1.1,,,,,,
0.000881,0.2,0,2.2025E-07,1,,,,,,
0.000882,0.22,0,2.205E-07,1.1,,,,,,
0.000883,0.22,0,2.2075E-07,1.1,,,,,,
0.000884,0.2,0,0.000000221,1,,,,,,
0.000885,0.2,0,2.2125E-07,1,,,,,,
0.000886,0.2,0,2.215E-07,1,,,,,,
0.000887,0.18,0,2.2175E-07,0.9,,,,,,
0.000888,0.2,0,0.000000222,1,,,,,,
0.000889,0.18,0,2.2225E-07,0.9,,,,,,
0.00089,0.2,0,2.225E-07,1,,,,,,
0.000891,0.18,0,2.2275E-07,0.9,,,,,,
0.000892,0.16,0,0.000000223,0.8,,,,,,
0.000893,0.18,0,2.2325E-07,0.9,,,,,,
0.000894,0.14,0,2.235E-07,0.7,,,,,,
0.000895,0.14,0,2.2375E-07,0.7,,,,,,
0.000896,0.14,0,0.000000224,0.7,,,,,,
0.000897,0.12,0,2.2425E-07,0.6,,,,,,
0.000898,0.16,0,2.245E-07,0.8,,,,,,
0.000899,0.12,0,2.2475E-07,0.6,,,,,,
0.0009,0.12,0,0.000000225,0.6,,,,,,
0.000901,0.12,0,2.2525E-07,0.6,,,,,,
0.000902,0.1,0,2.255E-07,0.5,,,,,,
0.000903,0.12,0,2.2575E-07,0.6,,,,,,
0.000904,0.1,0,0.000000226,0.5,,,,,,
0.000905,0.1,0,2.2625E-07,0.5,,,,,,
0.000906,0.12,0,2.265E-07,0.6,,,,,,
0.000907,0.08,0,2.2675E-07,0.4,,,,,,
0.000908,0.08,0,0.000000227,0.4,,,,,,
0.000909,0.06,0,2.2725E-07,0.3,,,,,,
0.00091,0.06,0,2.275E-07,0.3,,,,,,
0.000911,0.08,0,2.2775E-07,0.4,,,,,,
0.000912,0.06,0,0.000000228,0.3,,,,,,
0.000913,0.06,0,2.2825E-07,0.3,,,,,,
0.000914,0.04,0,2.285E-07,0.2,,,,,,
0.000915,0.02,0,2.2875E-07,0.1,,,,,,
0.000916,0.04,0,0.000000229,0.2,,,,,,
0.000917,0,0,2.2925E-07,0,,,,,,
0.000918,0.02,0,2.295E-07,0.1,,,,,,
0.000919,0,0,2.2975E-07,0,,,,,,
0.00092,0,0,0.00000023,0,,,,,,
0.000921,0,0,2.3025E-07,0,,,,,,
0.000922,-0.02,0,2.305E-07,-0.1,,,,,,
0.000923,-0.02,0,2.3075E-07,-0.1,,,,,,
