t,v,calc,tadj,vadj,,,,,A,947
0.002225,0.04,0,5.5625E-07,0.2,,,,,,
0.002226,0,0,5.565E-07,0,,,,,,
0.002227,0.02,0,5.5675E-07,0.1,,,,,,
0.002228,0.04,0,0.000000557,0.2,,,,,,
0.002229,0.02,0,5.5725E-07,0.1,,,,,,
0.00223,0.02,0,5.575E-07,0.1,,,,,,
0.002231,0.02,0,5.5775E-07,0.1,,,,,,
0.002232,0.06,0,0.000000558,0.3,,,,,,
0.002233,0.02,0,5.5825E-07,0.1,,,,,,
0.002234,0.02,0,5.585E-07,0.1,,,,,,
0.002235,0.04,0,5.5875E-07,0.2,,,,,,
0.002236,0.02,0,0.000000559,0.1,,,,,,
0.002237,0.02,0,5.5925E-07,0.1,,,,,,
0.002238,0.04,0,5.595E-07,0.2,,,,,,
0.002239,0.04,0,5.5975E-07,0.2,,,,,,
0.00224,0.02,0,0.00000056,0.1,,,,,,
0.002241,0.02,0,5.6025E-07,0.1,,,,,,
0.002242,0.02,0,5.605E-07,0.1,,,,,,
0.002243,0.02,0,5.6075E-07,0.1,,,,,,
0.002244,0.04,0,0.000000561,0.2,,,,,,
0.002245,0.02,0,5.6125E-07,0.1,,,,,,
0.002246,0.04,0,5.615E-07,0.2,,,,,,
0.002247,0.02,0,5.6175E-07,0.1,,,,,,
0.002248,0.02,0,0.000000562,0.1,,,,,,
0.002249,0.04,0,5.6225E-07,0.2,,,,,,
0.00225,0,0,5.625E-07,0,,,,,,
0.002251,0.04,0,5.6275E-07,0.2,,,,,,
0.002252,0.02,0,0.000000563,0.1,,,,,,
0.002253,0.04,0,5.6325E-07,0.2,,,,,,
0.002254,0.04,0,5.635E-07,0.2,,,,,,
0.002255,0.02,0,5.6375E-07,0.1,,,,,,
0.002256,0.04,0,0.000000564,0.2,,,,,,
0.002257,0.04,0,5.6425E-07,0.2,,,,,,
0.002258,0.04,0,5.645E-07,0.2,,,,,,
0.002259,0.04,0,5.6475E-07,0.2,,,,,,
0.00226,0.04,0,0.000000565,0.2,,,,,,
0.002261,0.04,0,5.6525E-07,0.2,,,,,,
0.002262,0.04,0,5.655E-07,0.2,,,,,,
0.002263,0.04,0,5.6575E-07,0.2,,,,,,
0.002264,0.02,0,0.000000566,0.1,,,,,,
0.002265,0.04,0,5.6625E-07,0.2,,,,,,
0.002266,0.04,0,5.665E-07,0.2,,,,,,
0.002267,0.02,0,5.6675E-07,0.1,,,,,,
0.002268,0.06,0,0.000000567,0.3,,,,,,
0.002269,0.02,0,5.6725E-07,0.1,,,,,,
0.00227,0.04,0,5.675E-07,0.2,,,,,,
0.002271,0.04,0,5.6775E-07,0.2,,,,,,
0.002272,0.02,0,0.000000568,0.1,,,,,,
0.002273,0.04,0,5.6825E-07,0.2,,,,,,
0.002274,0.04,0,5.685E-07,0.2,,,,,,
0.002275,0.04,0,5.6875E-07,0.2,,,,,,
0.002276,0.04,0,0.000000569,0.2,,,,,,
0.002277,0.04,0,5.6925E-07,0.2,,,,,,
0.002278,0.04,0,5.695E-07,0.2,,,,,,
0.002279,0.04,0,5.6975E-07,0.2,,,,,,
0.00228,0.04,0,0.00000057,0.2,,,,,,
0.002281,0.04,0,5.7025E-07,0.2,,,,,,
0.002282,0.04,0,5.705E-07,0.2,,,,,,
0.002283,0.04,0,5.7075E-07,0.2,,,,,,
0.002284,0.02,0,0.000000571,0.1,,,,,,
0.002285,0.04,0,5.7125E-07,0.2,,,,,,
0.002286,0.02,0,5.715E-07,0.1,,,,,,
0.002287,0.06,0,5.7175E-07,0.3,,,,,,
0.002288,0.04,0,0.000000572,0.2,,,,,,
0.002289,0.02,0,5.7225E-07,0.1,,,,,,
0.00229,0.04,0,5.725E-07,0.2,,,,,,
0.002291,0.04,0,5.7275E-07,0.2,,,,,,
0.002292,0.04,0,0.000000573,0.2,,,,,,
0.002293,0.04,0,5.7325E-07,0.2,,,,,,
0.002294,0.02,0,5.735E-07,0.1,,,,,,
0.002295,0.06,0,5.7375E-07,0.3,,,,,,
0.002296,0,0,0.000000574,0,,,,,,
0.002297,0.06,0,5.7425E-07,0.3,,,,,,
0.002298,0.04,0,5.745E-07,0.2,,,,,,
0.002299,0.04,0,5.7475E-07,0.2,,,,,,
0.0023,0.02,0,0.000000575,0.1,,,,,,
0.002301,0.02,0,5.7525E-07,0.1,,,,,,
0.002302,0.02,0,5.755E-07,0.1,,,,,,
0.002303,0.04,0,5.7575E-07,0.2,,,,,,
0.002304,0.04,0,0.000000576,0.2,,,,,,
0.002305,0.04,0,5.7625E-07,0.2,,,,,,
0.002306,0.04,0,5.765E-07,0.2,,,,,,
0.002307,0.04,0,5.7675E-07,0.2,,,,,,
0.002308,0,0,0.000000577,0,,,,,,
0.002309,0.02,0,5.7725E-07,0.1,,,,,,
0.00231,0.02,0,5.775E-07,0.1,,,,,,
0.002311,0.02,0,5.7775E-07,0.1,,,,,,
0.002312,0.04,0,0.000000578,0.2,,,,,,
0.002313,0.06,0,5.7825E-07,0.3,,,,,,
0.002314,0.02,0,5.785E-07,0.1,,,,,,
0.002315,0.04,0,5.7875E-07,0.2,,,,,,
0.002316,0.02,0,0.000000579,0.1,,,,,,
0.002317,0.04,0,5.7925E-07,0.2,,,,,,
0.002318,0.04,0,5.795E-07,0.2,,,,,,
0.002319,0.04,0,5.7975E-07,0.2,,,,,,
